,event_name,event_pic,desc_line,event_desc,event_place,event_dt,event_price,event_tag
0,КОНЦЕРТ ПРИЗЁРОВ Международных конкурсов исполнителей эстрадной песни «ВИТЕБСК»,https://abws.bycard.by/uploads/events/thumbs/300x430/9UYvWlx3S.jpg,"16 июля, 120 мин., Церемония, Концертный зал ""Витебск"", от 20.00 - до 45.00р., 6+, ","Концерт пройдёт в рамках дней Союзного Государства.
На протяжении долгих лет участники конкурса боролись за любовь зрителей. И вот они, уже полюбившиеся многим и знаменитые, артисты на сцене концертного зала «ВИТЕБСК» в сопровождении заслуженного коллектива Республики Беларусь Национального академического концертного оркестра Беларуси под управлением Максима РАССОХИ.","Концертный зал ""Витебск""",2022-08-16T18:00:00+03:00,"20,00 р. - 45,00 р.",
0,Елена Ваенга,https://abws.bycard.by/uploads/events/thumbs/300x430/38rpuJlub.jpg,"17 июля, 100 мин., Концертный зал ""Витебск"", от 50.00 - до 70.00р., 6+, ","Сегодня Елена ВАЕНГА в представлении не нуждается. Она не любит громких эпитетов, которыми её одаривают музыкальные критики и журналисты: Артист, Поэтесса, Королева Шансона и т.д. Она называет себя скромно - музыкант. Её песни просты, но, при этом, не лишены глубокого смысла. Она поёт от души и для зрителей. Секрет её успеха очевиден, он на поверхности. Главная изюминка певицы – искренность.
 
Она одинаково естественна, когда исполняет “КУРЮ” и “КОРОЛЕВУ”, непосредственна и легка, когда поёт “ЦВЕТЫ” и очень трагична, когда со сцены звучит “ШОПЕН”, “ОСТАНОВКА” или “БЕЛАЯ ПТИЦА”. Эти искренние эмоции очень близки и понятны её зрителям, а в строках песен они находят самих себя.Читать описание","Концертный зал ""Витебск""",2022-08-17T18:00:00+03:00,"50,00 р. - 70,00 р.",
0,Владимир Кузьмин,https://abws.bycard.by/uploads/events/thumbs/300x430/5vfXutES4.jpg,"18 июля, 120 мин., Музыка, Церемония, Концертный зал ""Витебск"", от 65.00 - до 90.00р., 6+, ",Проверенные временем хиты вновь зазвучат на сцене Международного фестиваля искусств «СЛАВЯНСКИЙ БАЗАР В ВИТЕБСКЕ».,"Концертный зал ""Витебск""",2022-08-18T19:00:00+03:00,"65,00 р. - 90,00 р.",
0,Владимир Кузьмин,https://abws.bycard.by/uploads/events/thumbs/300x430/5vfXutES4.jpg,"18 июля, 120 мин., Музыка, Церемония, Концертный зал ""Витебск"", от 65.00 - до 90.00р., 6+, ",Проверенные временем хиты вновь зазвучат на сцене Международного фестиваля искусств «СЛАВЯНСКИЙ БАЗАР В ВИТЕБСКЕ».,"Концертный зал ""Витебск""",2022-08-18T19:00:00+03:00,"65,00 р. - 90,00 р.",
0,Фестиваль народного танца “Кола”,https://abws.bycard.by/uploads/events/thumbs/300x430/8JpduY6TM.jpg,"21 мая, 100 мин., Белорусская государственная филармония Большой концертный зал, 6+, ","ФЕСТИВАЛЬ НАРОДНОГО ТАНЦА “КОЛА”
В концерте принимают участие ведущие танцевальные коллективы Беларуси
Специальный гость – Национальный академический народный оркестр Республики Беларусь им. И.Жиновича
Дирижёр – заслуженный артист Республики Беларусь Александр Кремко
Автор проекта – Леонид Тушинский",Белорусская государственная филармония Большой концертный зал,2022-06-21T19:00:00+03:00,,
0,"Сергей БЕЗРУКОВ. «И ЖИЗНЬ, И ТЕАТР, И КИНО»",https://abws.bycard.by/uploads/events/thumbs/300x430/7Cltz8hLF.jpg,"14 июля, 120 мин., Спектакль, Концертный зал ""Витебск"", от 50.00 - до 70.00р., 6+, ","Моноспектакль Сергея БЕЗРУКОВА, сложенный, как мозаика, из самых разных ролей, сыгранных им в театре и кино.
Вместе с актёром вы заново откроете для себя романтику стихов РОСТАНА, гениальную простоту поэзии ПУШКИНА, песенное слово ЕСЕНИНА, трагический надрыв стихов и песен ВЫСОЦКОГО, так же Сергей БЕЗРУКОВ расскажет о своих работах в театре и кино, исполнит полюбившиеся зрителям песни из кино- и телефильмов и новые песни музыкальной группы «КРЁСТНЫЙ ПАПА».","Концертный зал ""Витебск""",2022-08-14T18:00:00+03:00,"50,00 р. - 70,00 р.",
0,XX Международный детский музыкальный конкурс «ВИТЕБСК». Гала-концерт,https://abws.bycard.by/uploads/events/thumbs/300x430/8g8SlcT5Y.jpg,"15 июля, 120 мин., Концертный зал ""Витебск"", от 12.00 - до 25.00р., 6+, ","Первое отделение: церемония награждения конкурсантов.
Второе отделение: гала-концерт, в котором примут участие исполнители и члены Международного жюри.","Концертный зал ""Витебск""",2022-08-15T14:00:00+03:00,"12,00 р. - 25,00 р.",
0,XX Международный детский музыкальный конкурс «ВИТЕБСК». День 1,https://abws.bycard.by/uploads/events/thumbs/300x430/6rvv3WnCs.jpg,"13 июля, 120 мин., Концертный зал ""Витебск"", от 7.00 - до 15.00р., 6+, ","День первый. В этом году это не очередной конкурс, а юбилейный ХХ Международный детский музыкальный конкурс, в каждом номере которого задействовано большое количество танцевальных и театральных коллективов.
Зрителей ожидают выступления участников конкурса с песней композитора страны на родном языке страны.","Концертный зал ""Витебск""",2022-08-13T14:00:00+03:00,"7,00 р. - 15,00 р.",
0,XX Международный детский музыкальный конкурс «ВИТЕБСК». День 2,https://abws.bycard.by/uploads/events/thumbs/300x430/4x4mVSNm8.jpg,"14 июля, 120 мин., Концертный зал ""Витебск"", от 7.00 - до 15.00р., 6+, ","День второй. В этом году это не очередной конкурс, а юбилейный ХХ Международный детский музыкальный конкурс, в каждом номере которого задействовано большое количество танцевальных и театральных коллективов. Зрителей ожидают выступления участников конкурса с песней на выбор.","Концертный зал ""Витебск""",2022-08-14T14:00:00+03:00,"7,00 р. - 15,00 р.",
0,Государственный казачий ансамбль песни и пляски «СТАВРОПОЛЬЕ»,https://abws.bycard.by/uploads/events/thumbs/300x430/8a0041vpb.jpg,"15 июля, 120 мин., Концертная программа, Концертный зал ""Витебск"", от 20.00 - до 45.00р., 6+, ","В программе «КАЗАЧИЙ КРАЙ» участники ансамбля в танце и песне расскажут о прошлом Ставрополья и его нынешнем
Темпераментное хореографическое повествование о казачьих учениях: яростных «поединках» новобранцев и сдержанной силе бывалых казаков; привалах, на которых после короткого отдыха под лихие призывы гармоники взрывается горячим танцем молодость и многое другое ожидает зрителей концерта.
В концерте примут участие белорусские ансамбли казачьей песни и танца.","Концертный зал ""Витебск""",2022-08-15T19:00:00+03:00,"20,00 р. - 45,00 р.",
0,Елена Ваенга,https://abws.bycard.by/uploads/events/thumbs/300x430/38rpuJlub.jpg,"17 июля, 100 мин., Концертный зал ""Витебск"", от 50.00 - до 70.00р., 6+, ","Сегодня Елена ВАЕНГА в представлении не нуждается. Она не любит громких эпитетов, которыми её одаривают музыкальные критики и журналисты: Артист, Поэтесса, Королева Шансона и т.д. Она называет себя скромно - музыкант. Её песни просты, но, при этом, не лишены глубокого смысла. Она поёт от души и для зрителей. Секрет её успеха очевиден, он на поверхности. Главная изюминка певицы – искренность.
 
Она одинаково естественна, когда исполняет “КУРЮ” и “КОРОЛЕВУ”, непосредственна и легка, когда поёт “ЦВЕТЫ” и очень трагична, когда со сцены звучит “ШОПЕН”, “ОСТАНОВКА” или “БЕЛАЯ ПТИЦА”. Эти искренние эмоции очень близки и понятны её зрителям, а в строках песен они находят самих себя.Читать описание","Концертный зал ""Витебск""",2022-08-17T18:00:00+03:00,"50,00 р. - 70,00 р.",
0,КОНЦЕРТ ПРИЗЁРОВ Международных конкурсов исполнителей эстрадной песни «ВИТЕБСК»,https://abws.bycard.by/uploads/events/thumbs/300x430/9UYvWlx3S.jpg,"16 июля, 120 мин., Церемония, Концертный зал ""Витебск"", от 20.00 - до 45.00р., 6+, ","Концерт пройдёт в рамках дней Союзного Государства.
На протяжении долгих лет участники конкурса боролись за любовь зрителей. И вот они, уже полюбившиеся многим и знаменитые, артисты на сцене концертного зала «ВИТЕБСК» в сопровождении заслуженного коллектива Республики Беларусь Национального академического концертного оркестра Беларуси под управлением Максима РАССОХИ.","Концертный зал ""Витебск""",2022-08-16T18:00:00+03:00,"20,00 р. - 45,00 р.",
0,Духовный вечер,https://abws.bycard.by/uploads/events/thumbs/300x430/70jZfrljp.jpg,"13 мая - 27 мая, 120 мин., Тренинговый дом Garetski, 1.00р., 18+, ","ДУХОВНЫЙ ВЕЧЕР
Каждую пятницу 19:00
 
Все люди имеют огромную потребность в любви, но дело в том, что мы сами не являемся источниками этой любви. Мы её отражаем, её передаём, но каждый из нас имеет возможность наполняться ею из совершенного источника.
В сегодняшнем нашем мире этого ресурса ох как не хватает. Именно поэтому мы нередко встречаемся со всякого рода манипуляциями, провокациями других людей, которые так отчаянно пытаются этот ресурс заполучить для себя.
На самом же деле каждый человек нуждается в восполнении Духовных потребностей. Это то, что в нашем мире мы называем совершенной любовью и почему-то решаем искать это в сфере эмоциональных переживаний…
 
Духовный вечер — это место, где вы точно будете выслушаны, приняты, поняты. Это малая группа, в которой есть возможность выразить свои мысли, рассказать о своей жизни и получить для себя поддержку.
 
На таких встречах нашей задачей является помочь каждому самостоятельно здраво отстроить духовную сферу в своей жизни. Так как мы абсолютно убеждены что, если привести в порядок свои взаимоотношения с Богом, вся жизнь расцветёт благодаря такому ресурсу.
 
Будем рады послужить вам нашим проектом и очень надеемся, что в процессе нам удастся разобраться с вопросом реальных личных взаимоотношений с Богом каждого из нас. Удалив из своего сознания всякие стереотипные верования, шаблонное мышление, бесполезные непонятные ритуалы и догматичные установки, которые никакого отношения не имеют к личным взаимоотношениям с Богом, а у многих только создают кучу негативных переживаний, которые и отталкивают от принятия этого невероятного БЛАГА в свою жизнь.
 
Формат общения: Дискуссионный – каждый имеет право на своё личное мнение, отличное от мнения других и от мнения ведущих т.к. это абсолютно нормально. Мы общаемся равноуважительно обмениваясь взглядами и нигде не навязываем свою точку зрения, вместе стараясь разобраться в истине.
Будем только рады услышать ваше понимание этого вопроса, поделившись видением своим.
У нас нет никакой цели склонить вас к какой-то религии или конфессии, наша цель, чтобы в вашей жизни появились личные отношения с Богом, чтобы вы сами чётко разбирались в вопросе и на основании этого делали осознанный выбор.
 
Как приходит встреча?
Поскольку на встречу могут прийти абсолютно незнакомые люди, а нам важно, чтобы наш вечер был действительно тёплым, искренним, открытым и каждый был услышан, мы:
1. Знакомимся под кофе, чай и угощения.
2. Договариваемся о простых принципах, помогающих сделать наше общение равноуважительным, доверительным и открытым.
3. Общаемся о актуальном для каждого в жизни сейчас и о том, ответ на какой важный вопрос каждый из нас хочет получить для себя сегодня.
4. Слушаем лекционную часть по обсуждаемой теме, задаём вопросы, делимся мыслями.
5. Обсуждаем наши выводы о услышанном и своих открытиях.
 
Встречи проходят каждую пятницу, будем рады вас видеть!
Желаете присоединиться - запишитесь пожалуйста тут = https://bit.ly/3fLVy6K
 
• АДРЕС: ул. Калиновского 70 / 75. (метро Восток.) После регистрации вы попадёте на страницу с подробнейшей орг. информацией как добраться.
• ВРЕМЯ: каждую пятницу 19:00 – 21:00
• СТОИМОСТЬ: всегда бесплатно.
• КОЛИЧЕСТВО УЧАСТНИКОВ: не более 10 человек.
• Возраст участников 18+
* На Духовный вечер также можно присоединиться и Онлайн. Только пожалуйста предупредите об этом нас заранее в комментарии к регистрации.
 
 
p.s. Если у вас есть личные вопросы в Духовной сфере, и вы очень хотите персонально получить на них ответ – будем рады встретиться с вами один на один и ответить лично на эти вопросы. Также бесплатно.
 
Контактные телефоны + telegram:
+375 29950-86-65 Максим
+375 33327-88-64 Оксана
+375 29 107-18-37 Константин
 
 Читать описание",Тренинговый дом Garetski,2022-06-13T19:00:00+03:00,"1,00 р.",
0,Духовный вечер,https://abws.bycard.by/uploads/events/thumbs/300x430/70jZfrljp.jpg,"13 мая - 27 мая, 120 мин., Тренинговый дом Garetski, 1.00р., 18+, ","ДУХОВНЫЙ ВЕЧЕР
Каждую пятницу 19:00
 
Все люди имеют огромную потребность в любви, но дело в том, что мы сами не являемся источниками этой любви. Мы её отражаем, её передаём, но каждый из нас имеет возможность наполняться ею из совершенного источника.
В сегодняшнем нашем мире этого ресурса ох как не хватает. Именно поэтому мы нередко встречаемся со всякого рода манипуляциями, провокациями других людей, которые так отчаянно пытаются этот ресурс заполучить для себя.
На самом же деле каждый человек нуждается в восполнении Духовных потребностей. Это то, что в нашем мире мы называем совершенной любовью и почему-то решаем искать это в сфере эмоциональных переживаний…
 
Духовный вечер — это место, где вы точно будете выслушаны, приняты, поняты. Это малая группа, в которой есть возможность выразить свои мысли, рассказать о своей жизни и получить для себя поддержку.
 
На таких встречах нашей задачей является помочь каждому самостоятельно здраво отстроить духовную сферу в своей жизни. Так как мы абсолютно убеждены что, если привести в порядок свои взаимоотношения с Богом, вся жизнь расцветёт благодаря такому ресурсу.
 
Будем рады послужить вам нашим проектом и очень надеемся, что в процессе нам удастся разобраться с вопросом реальных личных взаимоотношений с Богом каждого из нас. Удалив из своего сознания всякие стереотипные верования, шаблонное мышление, бесполезные непонятные ритуалы и догматичные установки, которые никакого отношения не имеют к личным взаимоотношениям с Богом, а у многих только создают кучу негативных переживаний, которые и отталкивают от принятия этого невероятного БЛАГА в свою жизнь.
 
Формат общения: Дискуссионный – каждый имеет право на своё личное мнение, отличное от мнения других и от мнения ведущих т.к. это абсолютно нормально. Мы общаемся равноуважительно обмениваясь взглядами и нигде не навязываем свою точку зрения, вместе стараясь разобраться в истине.
Будем только рады услышать ваше понимание этого вопроса, поделившись видением своим.
У нас нет никакой цели склонить вас к какой-то религии или конфессии, наша цель, чтобы в вашей жизни появились личные отношения с Богом, чтобы вы сами чётко разбирались в вопросе и на основании этого делали осознанный выбор.
 
Как приходит встреча?
Поскольку на встречу могут прийти абсолютно незнакомые люди, а нам важно, чтобы наш вечер был действительно тёплым, искренним, открытым и каждый был услышан, мы:
1. Знакомимся под кофе, чай и угощения.
2. Договариваемся о простых принципах, помогающих сделать наше общение равноуважительным, доверительным и открытым.
3. Общаемся о актуальном для каждого в жизни сейчас и о том, ответ на какой важный вопрос каждый из нас хочет получить для себя сегодня.
4. Слушаем лекционную часть по обсуждаемой теме, задаём вопросы, делимся мыслями.
5. Обсуждаем наши выводы о услышанном и своих открытиях.
 
Встречи проходят каждую пятницу, будем рады вас видеть!
Желаете присоединиться - запишитесь пожалуйста тут = https://bit.ly/3fLVy6K
 
• АДРЕС: ул. Калиновского 70 / 75. (метро Восток.) После регистрации вы попадёте на страницу с подробнейшей орг. информацией как добраться.
• ВРЕМЯ: каждую пятницу 19:00 – 21:00
• СТОИМОСТЬ: всегда бесплатно.
• КОЛИЧЕСТВО УЧАСТНИКОВ: не более 10 человек.
• Возраст участников 18+
* На Духовный вечер также можно присоединиться и Онлайн. Только пожалуйста предупредите об этом нас заранее в комментарии к регистрации.
 
 
p.s. Если у вас есть личные вопросы в Духовной сфере, и вы очень хотите персонально получить на них ответ – будем рады встретиться с вами один на один и ответить лично на эти вопросы. Также бесплатно.
 
Контактные телефоны + telegram:
+375 29950-86-65 Максим
+375 33327-88-64 Оксана
+375 29 107-18-37 Константин
 
 Читать описание",Тренинговый дом Garetski,2022-06-20T19:00:00+03:00,"1,00 р.",
0,Духовный вечер,https://abws.bycard.by/uploads/events/thumbs/300x430/70jZfrljp.jpg,"13 мая - 27 мая, 120 мин., Тренинговый дом Garetski, 1.00р., 18+, ","ДУХОВНЫЙ ВЕЧЕР
Каждую пятницу 19:00
 
Все люди имеют огромную потребность в любви, но дело в том, что мы сами не являемся источниками этой любви. Мы её отражаем, её передаём, но каждый из нас имеет возможность наполняться ею из совершенного источника.
В сегодняшнем нашем мире этого ресурса ох как не хватает. Именно поэтому мы нередко встречаемся со всякого рода манипуляциями, провокациями других людей, которые так отчаянно пытаются этот ресурс заполучить для себя.
На самом же деле каждый человек нуждается в восполнении Духовных потребностей. Это то, что в нашем мире мы называем совершенной любовью и почему-то решаем искать это в сфере эмоциональных переживаний…
 
Духовный вечер — это место, где вы точно будете выслушаны, приняты, поняты. Это малая группа, в которой есть возможность выразить свои мысли, рассказать о своей жизни и получить для себя поддержку.
 
На таких встречах нашей задачей является помочь каждому самостоятельно здраво отстроить духовную сферу в своей жизни. Так как мы абсолютно убеждены что, если привести в порядок свои взаимоотношения с Богом, вся жизнь расцветёт благодаря такому ресурсу.
 
Будем рады послужить вам нашим проектом и очень надеемся, что в процессе нам удастся разобраться с вопросом реальных личных взаимоотношений с Богом каждого из нас. Удалив из своего сознания всякие стереотипные верования, шаблонное мышление, бесполезные непонятные ритуалы и догматичные установки, которые никакого отношения не имеют к личным взаимоотношениям с Богом, а у многих только создают кучу негативных переживаний, которые и отталкивают от принятия этого невероятного БЛАГА в свою жизнь.
 
Формат общения: Дискуссионный – каждый имеет право на своё личное мнение, отличное от мнения других и от мнения ведущих т.к. это абсолютно нормально. Мы общаемся равноуважительно обмениваясь взглядами и нигде не навязываем свою точку зрения, вместе стараясь разобраться в истине.
Будем только рады услышать ваше понимание этого вопроса, поделившись видением своим.
У нас нет никакой цели склонить вас к какой-то религии или конфессии, наша цель, чтобы в вашей жизни появились личные отношения с Богом, чтобы вы сами чётко разбирались в вопросе и на основании этого делали осознанный выбор.
 
Как приходит встреча?
Поскольку на встречу могут прийти абсолютно незнакомые люди, а нам важно, чтобы наш вечер был действительно тёплым, искренним, открытым и каждый был услышан, мы:
1. Знакомимся под кофе, чай и угощения.
2. Договариваемся о простых принципах, помогающих сделать наше общение равноуважительным, доверительным и открытым.
3. Общаемся о актуальном для каждого в жизни сейчас и о том, ответ на какой важный вопрос каждый из нас хочет получить для себя сегодня.
4. Слушаем лекционную часть по обсуждаемой теме, задаём вопросы, делимся мыслями.
5. Обсуждаем наши выводы о услышанном и своих открытиях.
 
Встречи проходят каждую пятницу, будем рады вас видеть!
Желаете присоединиться - запишитесь пожалуйста тут = https://bit.ly/3fLVy6K
 
• АДРЕС: ул. Калиновского 70 / 75. (метро Восток.) После регистрации вы попадёте на страницу с подробнейшей орг. информацией как добраться.
• ВРЕМЯ: каждую пятницу 19:00 – 21:00
• СТОИМОСТЬ: всегда бесплатно.
• КОЛИЧЕСТВО УЧАСТНИКОВ: не более 10 человек.
• Возраст участников 18+
* На Духовный вечер также можно присоединиться и Онлайн. Только пожалуйста предупредите об этом нас заранее в комментарии к регистрации.
 
 
p.s. Если у вас есть личные вопросы в Духовной сфере, и вы очень хотите персонально получить на них ответ – будем рады встретиться с вами один на один и ответить лично на эти вопросы. Также бесплатно.
 
Контактные телефоны + telegram:
+375 29950-86-65 Максим
+375 33327-88-64 Оксана
+375 29 107-18-37 Константин
 
 Читать описание",Тренинговый дом Garetski,2022-06-27T19:00:00+03:00,"1,00 р.",
0,"«Доска Садху - инструмент познания себя», курс Виталия Бамбура",https://abws.bycard.by/uploads/events/thumbs/300x430/8gVRa8vS7.jpg,"18 мая, 1080 мин., БЦ «Парус», 40.00р., 18+, ","«Доска Садху - инструмент познания себя», курс Виталия Бамбура 
(с 18.05.2022)
 
ЗАЧЕМ СТОЯТЬ НА ГВОЗДЯХ?
 
«Доска Садху – это древний инструмент исцеления, самопознания и саморазвития. Индийские йоги использовали его для обретения здоровья, повышения уровня энергии и практики медитаций.
 
Сейчас данный инструмент набирает популярность из-за простоты использования и быстрых результатов после практики».
 
КАК РАБОТАЕТ ГВОЗДЕСТОЯНИЕ?
 
1. Физическое тело
 
Вначале, на уровне физического тела, практик ощущает резкую боль. Через активное дыхание и расслабление, спустя 2-3 минуты, боль постепенно уходит и начинается работа с энергией.
 
2. Уровень энергии
 
На уровне энергии, из-за стресса, наше тело начинает активно брать поток Земли через стопы и промежность, чтобы противостоять боли. Это естественный механизм защиты нашей психики, который используется в дальнейшем для исцеления и получения духовного опыта.
 
3. Подсознание
 
Далее, сильный поток энергии устремляется вверх, начинает заполнять 2-ю чакру Свадхистану (район пупка) и 3-ю чакру Манипуру (район солнечного сплетения) – это наше подсознание. Там запакованы эмоциональные блоки, зажимы и психологические травмы.
Через направление внимания и дыхание в места, где возникает дискомфорт, практик начинает исцелять своё подсознание от блоков и зажимов. Эта часть практики носит психотерапевтическую функцию, и позволяет за короткий промежуток времени проработать детские травмы.
 
4. Успокоение ума
 
Затем энергия поднимается ещё выше, в район сердечной чакры Анахаты. С этого момента начинается успокоение ума и остановка внутреннего диалога, а внимание начинает становиться поразительно ясным. Это начало духовной практики, в которой можно проработать образ себя, поднять самооценку, отпустить иллюзии и негативные программы. Также можно создать намерение, которое реализуется намного быстрее, т.к. энергии стало в разы больше.
 
5. Сверхсознание
 
Затем, если на предыдущем уровне, практик осознал себя как благодарность, принятие и любовь, а не просто Эго со своими ограничениями, начинается работа со сверхсознанием. Здесь можно переосмыслить свой прошлый опыт, понять причины возникновения той, либо иной ситуации, наладить контакт с силой Рода, и даже вспомнить прошлые жизни.
 
6. Мировоззрение
 
Далее, энергия понимается до уровня Аджны чакры, которая отвечает за мировоззрение.Практик может переосмыслить свои ценности, обретя власть над своей жизнью и судьбой.
 
7. Дух или высшее «Я»
 
Последний уровень. Энергия устремляется вверх из макушки – это центр Сахасрара, который дает возможность соединиться со своим Духом или Высшим Я, понять своё предназначение, смысл жизни и многое другое.
 
Таким образом, гвоздестояние, даёт возможность каждому, от новичка до опытного практика, получить необходимые ресурсы и результаты:
 
• здоровье и энергию;
• психотерапию;
• личностный рост, состояние любви и принятия себя;
• духовный опыт и многое другое.
 
 
ВЕДУЩИЙ
 




 


Виталий Бамбур – семейный психолог, сертифицированный психодраматист, гештальт-терапевт, телесно-ориентированный терапевт, расстановщик.
 
Опыт работы: 8 лет индивидуальной и групповой психотерапии.
 
Автор тренингов и курсов по психотерапии, личностному и духовному развитию.
 
Автор статей, книг и публикаций для СМИ по психологии.
 
 




 
ОРГАНИЗАЦИОННАЯ ИНФОРМАЦИЯ
 
Начало курса: 18 мая 2022
Время занятий: 19:00 - 21:00 (1 раз в неделю по Ср)
Форматы участия: Очно (г. Минск, ул. Мележа, 1-1404) и Онлайн (прямая трансляция).
 Читать описание",БЦ «Парус»,2022-06-18T19:00:00+03:00,"40,00 р.",
0,"«Инвестирование в Беларуси и за рубежом», тренинг Виталия Рунцо",https://abws.bycard.by/uploads/events/thumbs/300x430/5NatBjzGV.jpg,"21 мая, 480 мин., InnoDom, от 275.00 - до 400.00р., 18+, ","«Инвестирование в Беларуси и за рубежом», тренинг Виталия Рунцо (20 ноября 2021)
 
Цель тренинга - дать знания и практические навыки, необходимые для того, чтобы взять под контроль свои денежные потоки, понять, куда и как целенаправленно и эффективно инвестировать свой капитал.
 
НА ТРЕНИНГЕ ВЫ УЗНАЕТЕ
⇒ как разработать свою собственную стратегию инвестирования;
⇒ куда лучше вкладывать деньги – в банки, в недвижимость, в ценные бумаги, в драгоценные материалы; в рублях или в валюте;
⇒ как застраховать себя от инвестиционных рисков, чтобы не потерять свои деньги
⇒ как автоматизировать процесс инвестирования, чтобы не тратить на него много времени;
⇒ в какие фонды, страховые компании или банки лучше инвестировать свои деньги;
⇒ как начать инвестировать за рубежом.
Все эти вопросы будут сопровождаться практическими заданиями и примерами.
 
КОМУ БУДЕТ ПОЛЕЗЕН ТРЕНИНГ
 
Предпринимателям, руководителям, владельцам бизнеса и тем, кто хочет:
• взять под контроль свои денежные потоки
• проанализировать свою финансовую ситуацию
• составить список финансовых целей и найти способы их достижения
• разработать свою стратегию инвестирования и эффективно управлять своим капиталом
• изучить различные инвестиционные инструменты
• понять, как и куда инвестировать с целью роста капитала или для получения пассивного дохода.
Сегодня гражданам РБ доступны все существующие в мире инвестиционные инструменты. По окончании тренинга вы будете знать, как ими воспользоваться.
 
ВЕДУЩИЙ
 
Рунцо Виталий Владимирович – ведущий финансовый консультант Консалтинговой Группы «Личный капитал». Представитель компании в Республике Беларусь с 2013 г.
 
Род деятельности:
Консалтинг в области управления личными финансами (финансовое планирование, инвестирование, страхование, сопровождение инвестиций).
 
Профессиональная деятельность:
С 2013 года финансовый консультант, представитель компании «Личный капитал» в г. Минске.
2011 – 2012 гг. – Независимый Финансовый Консультант.
2007 – частный инвестор.
 
О себе:
Практикующий инвестор. Самостоятельно инвестирую свои средства с 2007 года. Опыт работы на зарубежном рынке ценных бумаг с 2009 г. Автор и ведущий семинаров и вебинаров посвященных инвестиционной тематике и управлению личными финансами.
 
Моя работа заключается в изучении финансовой ситуации клиента и предложении тех решений, которые оптимально подходят для конкретного человека и его семьи.
 
География клиентов: Беларусь, Россия, Украина, Латвия, Казахстан, Польша, Бельгия, Катар, Испания, Молдова.
 
ОРГАНИЗАЦИОННАЯ ИНФОРМАЦИЯ
 
Даты: 29 мая 2021 г.
Время:10:00 - 18:00
Форматы участия: Очно (г. Минск, ул. Беломорская, 17, InnoDom) и On-line (прямая трансляция + запись).
 
 Читать описание",InnoDom,2022-06-21T10:00:00+03:00,"275,00 р. - 400,00 р.",
